paper_title,author_names,year,publication_venue,index
xperanto middlewar for publish objectrel data as xml document,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47e3
local dimens reduct a new approach to index high dimens space,"kaushik chakrabarti, sharad mehrotra",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47d9
approxim aggreg queri about web page via random walk,"ziv bar-yossef, alexander berg, steve chien, jittat fakcharoenphol, dror weitz",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47ee
the treescap system reus of precomput aggreg over irregular olap hierarchi,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47cf
the 3w model and algebra for unifi data mine,"theodore johnson, laks v. s. lakshmanan, raymond t. ng",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47e4
optim queri on compress bitmap,"sihem amer-yahia, theodore johnson",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47ef
push technolog person through event correl,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47cc
offer a precisionperform tradeoff for aggreg queri over replic data,"chris olston, jennifer widom",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47f2
integr of data mine with databa technolog,"amir netz, surajit chaudhuri, jeff bernhardt, usama m. fayyad",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47c9
effici filter of xml document for select dissemin of inform,"mehmet altinel, michael j. franklin",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47ce
optim multifeatur queri for imag databa,"ulrich güntzer, wolf-tilo balke, werner kießling",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47f0
social educ and govern chang enabl through inform technolog,"krithi ramamritham, yeha el atfi, carlo batini, michael eitan, valerie gregg, d. b. phatak",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4873
design and implement of a geneticba algorithm for data mine,sunil choenni,2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4874
epiphani epic technolog overview,sridhar ramaswamy,2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4878
oracle8i indexorgan tabl and it applic to new domain,"jagannathan srinivasan, souripriya das, chuck freiwald, eugene inseok chong, mahesh jagannath, aravind yalamanchi, ramkumar krishnan, anh-tuan tran, samuel defazio, jayanta banerjee",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4870
biodiv informat infrastructur an inform common for the biodiv communiti,"gladys a. cotter, barbara t. bauldock",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487b
what happen dure a join dissect cpu and memori optim effect,"stefan manegold, peter a. boncz, martin l. kersten",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4876
demonstr enabl scalabl onlin person on the web,"kaushik dutta, anindya datta, debra e. vandermeer, krithi ramamritham, helen m. thomas",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487e
set contain join the good the bad and the ug,"karthikeyan ramasamy, jignesh m. patel, jeffrey f. naughton, raghav kaushik",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4875
manipul interpol data is easier than you thought,"stéphane grumbach, philippe rigaux, luc segoufin",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4871
the bttree a branch and tempor access method,"linan jiang, betty salzberg, david b. lomet, manuel barrena garcía",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4881
hypothet queri in an olap environ,"andrey balmin, thanos papadimitriou, yannis papakonstantinou",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487c
dynam mainten of waveletba histogram,"yossi matias, jeffrey scott vitter, min wang",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4877
inform integr the momi project demonstr,"domenico beneventano, sonia bergamaschi, silvana castano, alberto corni, r. guidetti, g. malvezzi, michele melchiori, maurizio vincini",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487a
approxim queri translat across heterogen inform sourc,"kevin chen-chuan chang, hector garcia-molina",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4882
tempor queri in olap,"alberto o. mendelzon, alejandro a. vaisman",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4872
comput geograph scope of web resourc,"junyan ding, luis gravano, narayanan shivakumar",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4879
novel approach in queri process for move object trajectori,"dieter pfoser, christian s. jensen, yannis theodoridis",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487f
practic applic of trigger and constraint success and linger issu 10year award,"stefano ceri, roberta cochrane, jennifer widom",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47f1
focus crawl use context graph,"michelangelo diligenti, frans coetzee, steve lawrence, c. lee giles, marco gori",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47db
integr the ubtr into a databa system kernel,"frank ramsak, volker markl, robert fenk, martin zirkel, klaus elhardt, rudolf bayer",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47ed
panel futur direct of databa research the vldb broaden strategi part 1,hans-jörg schek,2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47e2
manag interv effici in objectrel databa,"hans-peter kriegel, marco pötke, thomas seidl",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47d1
work and inform practic in the scienc of biodiv,geoffrey c. bowker,2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47ec
link busi to deliv valu a data manag challeng,anand deshpande,2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47e7
evolut of groupwar for busi applic a databa perspect on lotus dominonot,"c. mohan, ron barber, s. watts, a. somani, markos zaharioudakis",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47df
build scalabl internet applic with oracle8i server,"julie basu, josé alberto fernández, olga peschansky",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da47e6
icicl selftun sampl for approxim queri answer,"venkatesh ganti, mong-li lee, raghu ramakrishnan",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da487d
cach strategi for datainten web site,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",2000,vldb 00 proceed of the 26th intern confer on veri larg data base,53908a9620f70186a0da4880
declust databa on heterogen disk system,"ling tony chen, doron rotem, sidhar seshadri",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4c5b
near neighbor search in larg metric space,sergey brin,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4c5a
document manag as a databa problem,rudolf bayer,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cd9
bigsur a system for the manag of earth scienc data,"paul brown, michael stonebraker",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cd8
manag a db2 parallel edit databa,gilles fecteau,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce0
valuecogniz specul concurr control,"azer bestavros, spyridon braoudakis",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cd7
the clustra telecom databa high avail high throughput and realtim respon,"svein-olaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cdc
procedur in objectori queri languag,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cde
the fittest surviv an adapt approach to queri optim,"hongjun lu, kian-lee tan, son dao",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cdf
a scalabl architectur for autonom heterogen databa interact,"steven milliner, athman bouguettaya, mike p. papazoglou",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce4
a nonuniform data fragment strategi for parallel mainmenori databa system,"n. bassiliades, ioannis p. vlahavas",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cdd
benchmark spatial join oper with spatial output,"erik g. hoel, hanan samet",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cdb
similar base retriev of pictur use indic on spatial relationship,"a. prasad sistla, clement t. yu, chengwen liu, king liu",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce6
access a relat databa through an objectori databa interfac,"jack a. orenstein, d. n. kamber",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ceb
db2 queri parallel stage and implement,yun wang,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cec
the oracl wareh,gary hallmark,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf0
toward a cooper transact model the cooper activ model,"marek rusinkiewicz, wolfgang klas, thomas tesch, jürgen wäsch, peter muth",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce2
informixonlin xps a dynam scalabl rdbms for open parallel platform,hannes spintzik,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf6
db2 common server technolog progress direct,bruce g. lindsay,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf5
queri process in tertiari memori databa,sunita sarawagi,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf3
a perform studi of workfil disk manag for concurr mergesort in a multiprocessor databa system,"kun-lung wu, philip s. yu, jen-yao chung, james z. teng",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf2
use formal method to reason about semanticsba decomposit of transact,"paul ammann, sushil jajodia, indrakshi ray",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf8
color away communic in parallel queri optim,"waqar hasan, rajeev motwani",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce3
queri shape of histori,"rakesh agrawal, giuseppe psaila, edward l. wimmers, mohamed zaït",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf1
w3qs a queri system for the worldwid web,"david konopnicki, oded shmueli",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce8
a data transform system for biolog data sourc,"peter buneman, susan b. davidson, kyle hart, g. christian overton, limsoon wong",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf4
eager aggreg and lazi aggreg,"weipeng p. yan, per-åke larson",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cee
index concurr control in firm realtim databa system,"brajesh goyal, jayant r. haritsa, s. seshadri, v. srinivasan",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce7
duplic remov in inform system dissemin,"tak w. yan, hector garcia-molina",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ced
lmrp a buffer manag strategi for interact continu data flow in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce9
a product specif databa for visual prototyp,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce1
improv perform in replic databa through relax coher,"rainer gallersdörfer, matthias nicola",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cd6
discoveri of multiplelevel associ rule from larg databa,"jiawei han, yongjian fu",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cda
dynam multiresourc load balanc in parallel databa system,"erhard rahm, robert marek",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf7
fast similar search in the presenc of noi scale and translat in timeseri databa,"rakesh agrawal, king-ip lin, harpreet s. sawhney, kyuseok shim",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cef
general search tree for databa system,"joseph m. hellerstein, jeffrey f. naughton, avi pfeffer",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4ce5
aggregatequeri process in data wareh environ,"ashish gupta, venky harinarayan, dallan quass",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cea
a cost model for cluster objectori databa,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cfd
oodb bulk load revisit the partitionedlist approach,"janet l. wiener, jeffrey f. naughton",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cfc
bypass join in disjunct queri,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cfb
a perform evalu of oid map techniqu,"andré eickler, carsten andreas gerlhof, donald kossmann",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cf9
redo recoveri after system crash,"david b. lomet, mark r. tuttle",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cfe
os support for vldbs unix enhanc for the teradata data base,"john catozzi, sorana rabinovici",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7d
provid databa migrat tool a practicion approach,andreas meier,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d81
from vldb to vmldb veri mani larg data base deal with largesc semant heterogen,stuart e. madnick,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d86
a practic and modular implement of extend transact model,"roger s. barga, calton pu",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7e
appli databa technolog in the adsm mass storag system,"luis-felipe cabrera, robert rees, wayne hineman",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d88
type classif of semistructur document,"markus tresch, neal palmer, allen luniewski",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d89
manag intraop parallel in parallel databa system,"manish mehta, david j. dewitt",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7f
databa decentr a practic approach,"tor didriksen, césar a. galindo-legaria, eirik dahle",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8d
promi and realiti of activ databa system,"eric simon, angelika kotz dittrich",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d93
retriev of composit multimedia object,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8c
samplingba estim of the number of distinct valu of an attribut,"peter j. haas, jeffrey f. naughton, s. seshadri, lynne stokes",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7b
databa and workflow manag what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d92
veri larg databa in a commerci applic environ,karl-heinz hess,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9b
effici search of multidimens btree,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d91
extract larg data set use db2 parallel edit,sriram padmanabhan,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9d
the hbptree a modifi hbtree support concurr recoveri and node consolid,"georgios evangelidis, david b. lomet, betty salzberg",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d90
schema and databa evolut in the o2 object databa system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8e
disnicplan a nicnet base distribut databa for microlevel plan in india,m. moni,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4da3
model skew distribut use multifract and the 8020 law,"christos faloutsos, yossi matias, abraham silberschatz",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9c
highconcurr lock in rtree,"marcel kornacker, douglas banks",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d85
model design version,"r. ramakrishnan, d. janaki ram",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4da1
further improv on integr constraint check for stratifi deduct databa,"sin yeung lee, tok wang ling",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9f
dynam load balanc in hierarch parallel databa system,"luc bouganim, daniela florescu, patrick valduriez",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9e
estim the select of spatial queri use the correl fractal dimen,"alberto belussi, christos faloutsos",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4cfa
sampl larg databa for associ rule,hannu toivonen,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d99
load the data wareh across various parallel architectur,vijay v. raghavan,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e23
support procedur construct in sql compil,nelson mendonça mattos,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e27
appli data mine techniqu to a health insur inform system,"marisa s. viveros, john p. nearhos, michael j. rothman",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e24
use referenti integr to easili defin consist subset replica,brad hammond,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2d
tpcd the challeng issu and result,ramesh bhashyam,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2a
the queri optim in tandem new serverwar sql product,pedro celis,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2b
support statewid immuni track use multiparadigm workflow technolog,"amit p. sheth, krys kochut, john a. miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e28
support period author and tempor reason in databa access control,"elisa bertino, claudio bettini, elena ferrari, pierangela samarati",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2f
filter tree for manag spatial data over a rang of size granular,"kenneth c. sevcik, nick koudas",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e26
optim of queri with userdefin predic,"surajit chaudhuri, kyuseok shim",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e21
effici snapshot differenti algorithm for data wareh,"wilburt labio, hector garcia-molina",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e31
queri process techniqu for multiv access method,"jochen van den bercken, bernhard seeger",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e34
the structur inform manag a databa system for sgml document,ron sacks-davis,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3a
an effici algorithm for mine associ rule in larg databa,"ashoka savasere, edward omiecinski, shamkant b. navathe",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d80
costba select of path express process algorithm in objectori databa,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e38
bellcor adaptx har system for manag inform on internet and intranet,amit p. sheth,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e40
coalesc in tempor databa,"michael h. böhlen, richard thomas snodgrass, michael d. soo",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2e
analysi of ndimens quadtr use the hausdorff fractal dimen,"christos faloutsos, volker gaede",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3b
implement and analysi of a parallel collect queri languag,dan suciu,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3c
increment mainten of extern materi view,"martin staudt, matthias jarke",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e33
how system 11 sql server becam fast,t. k. rengarajan,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e47
calibr the queri optim cost model of irodb an objectori feder databa system,"georges gardarin, fei sha, zhao-hui tang",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e39
zoo a desktop experi manag environ,"yannis e. ioannidis, miron livny, s. gupta, nagavamsi ponnekanti",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e44
construct effici deci tree by use optim numer associ rule,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e43
integr trigger and declar constraint in sql databa sytem,"roberta cochrane, hamid pirahesh, nelson mendonça mattos",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e46
storag estim for multidimens aggreg in the presenc of hierarchi,"amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e42
intratransact parallel in the map of an object model to a relat multiprocessor system,"michael rys, moira c. norrie, hans-jörg schek",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e49
schemasql a languag for interop in relat multidataba system,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3e
object fusion in mediat system,"yannis papakonstantinou, serge abiteboul, hector garcia-molina",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e35
fast nearest neighbor search in medic imag databa,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot siegel, zenon protopapas",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e41
sprint a scalabl parallel classifi for data mine,"john c. shafer, rakesh agrawal, manish mehta",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3f
queri heterogen inform sourc use sourc descript,"alon y. levy, anand rajaraman, joann j. ordille",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e29
tribeca a stream databa manag for network traffic analysi,mark sullivan,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e3d
mine general associ rule,"ramakrishnan srikant, rakesh agrawal",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d84
obtain complet answer from incomplet databa,alon y. levy,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4da0
dissemin updat on broadcast disk,"swarup acharya, michael j. franklin, stanley b. zdonik",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d97
effect effici document rank without use a larg lexicon,yasushi ogawa,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d94
scalabl and avail in oracle7 73,dieter gawlick,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4da2
general gloss to vectorspac databa and broker hierarchi,"luis gravano, hector garcia-molina",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7a
estim of queryresult distribut and it applic in paralleljoin load balanc,"viswanath poosala, yannis e. ioannidis",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d95
inform retriev from an incomplet data cube,curtis e. dyreson,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d9a
databa manag system and the internet,susan malaika,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4eca
dwms data wareh manag system,narendra mohan,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ecb
queri multipl featur of group in relat databa,"damianos chatziantoniou, kenneth a. ross",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ec8
queri decomposit and view mainten for queri languag for unstructur data,dan suciu,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ec9
reorder queri execut in tertiari memori databa,"sunita sarawagi, michael stonebraker",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ecc
queri a multilevel databa a logic analysi,frédéric cuppens,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ed1
pesto an integr querybrow for object databa,"michael j. carey, laura m. haas, vivekananda maganty, john h. williams",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ecd
the role of integr constraint in databa interop,"mark w. w. vermeer, peter m. g. apers",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ecf
the design and implement of a sequenc databa system,"praveen seshadri, miron livny, raghu ramakrishnan",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ece
concurr garbag collect in o2,"marcin skubiszewski, patrick valduriez",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed4
critic databa technolog for high energi physic,"david m. malon, edward n. may",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed6
innov in databa manag comput scienc vs engin,kenneth r. jacobs,1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4edb
answer queri with aggreg use view,"divesh srivastava, shaul dar, h. v. jagadish, alon y. levy",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ec7
cluster techniqu for minim extern path length,"a. a. diwan, sanjeeva rane, s. seshadri, s. sudarshan",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4ed0
garbag collect in object orient databa use transact cyclic refer count,"srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed9
recov inform from summari data,"christos faloutsos, h. v. jagadish, nikolaos sidiropoulos",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed5
integr reliabl memori in databa,"wee teck ng, peter m. chen",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed7
implement abstract object with inherit in datalogneg,hasan m. jamil,1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4edc
multipleview selfmainten in data wareh environ,nam huyn,1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed8
optim queri with univ quantif in objectori and objectrel databa,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4edd
