paper_title,author_names,year,publication_venue,index
effici process of twig queri with orpred,"haifeng jiang, hongjun lu, wei wang 0011",2004,sigmod confer,53e9b6eeb7602d9704284661
exploit statist on queri express for optim,"nicolas bruno, surajit chaudhuri",2002,sigmod confer,53e9b30ab7602d9703dd20e6
streamon an adapt engin for stream queri process,"shivnath babu, jennifer widom",2004,sigmod confer,53e9b091b7602d9703afbc94
onlin associ rule mine,christian hidber,1999,sigmod confer,53e99a73b7602d97022e227e
cubetre organ of and bulk updat on the data cube,"nick roussopoulos, yannis kotidis, mema roussopoulos",1997,sigmod confer,53e99e80b7602d9702748294
griddb a databas interfac to the grid,"david t. liu, michael j. franklin, devesh parekh",2003,sigmod confer,53e9a35fb7602d9702c6a77a
applic server bornagain tp monitor for the web panel abstract,c. mohan,2001,sigmod confer,53e99bd5b7602d97024803e0
qurs queri and report semistructur data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",2002,sigmod confer,53e9b3f6b7602d9703ee8540
monitor busi process through event correl base on depend model,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2001,sigmod confer,53e9a92ab7602d970327bfd9
secur xml document the authorx project demonstr,"elisa bertino, silvana castano, elena ferrari",2001,sigmod confer,53e9a711b7602d9703045fde
distribut queri over lowpow wireless sensor network,"samuel madden, joseph m. hellerstein",2002,sigmod confer,53e9b91eb7602d9704506fdc
the xxl search engin rank retriev of xml data use index and ontolog,"anja theobald, gerhard weikum",2002,sigmod confer,53e9b86db7602d970443a111
parallel sql execut in oracl 10g,"thierry cruanes, benoît dageville, bhaskar ghosh",2004,sigmod confer,53e99de8b7602d97026a79e6
queri process over object view of relat data,"gustav fahl, tore risch",1997,vldb j,53e9ba0bb7602d970460e0fa
rulebas spatiotempor queri process for video databas,"mehmet emin dönderler, özgür ulusoy, ugur güdükbay",2004,vldb j,53e9a651b7602d9702f858f2
automat integr of web search interfac with wiseintegr,"hai he, weiyi meng, clement t. yu, zonghuan wu",2004,vldb j,53e9b648b7602d97041a4baa
access path support for referenti integr in sql2,"theo härder, joachim reinert",1996,vldb j,53e9b81cb7602d97043cfb4d
data partit and load balanc in parallel disk system,"peter scheuermann, gerhard weikum, peter zabback",1998,vldb j,53e99d96b7602d970264fda3
view manag in multimedia databas,"k. selçuk candan, eric lemar, v. s. subrahmanian",2000,vldb j,53e9b47cb7602d9703f80aeb
view in a largescal xml repositori,"vincent aguilera, sophie cluet, tova milo, pierangelo veltri, dan vodislav",2002,vldb j,53e9b884b7602d9704456ace
declar specif of web site with strudel,"mary f. fernández, daniela florescu, alon y. levy, dan suciu",2000,vldb j,53e9b746b7602d97042dfa51
cluster categor data an approach base on dynam system,"david gibson, jon m. kleinberg, prabhakar raghavan",2000,vldb j,53e9b92ab7602d97045178e5
handl larg unsupervis data via dimension reduct,"manoranjan dash, huan liu",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9bcefb7602d970497227c
find structur and characterist of web document for classif,"wai-ching wong, ada wai-chee fu",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99dd3b7602d9702692533
plan mine by divideandconqu,"jiawei han, qiang yang 0001, edward kim",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99f0ab7602d97027d57cf
extend data mine for spatial applic a case studi in predict nest locat,"sanjay chawla, shashi shekhar, weili wu, uygar ozesmi",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9ad26b7602d9703705c20
multilevel filter for high dimension nearest neighbor search,"changzhou wang, xiaoyang sean wang",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9b39db7602d9703e813cc
chaotic mine knowledg discoveri use the fractal dimens,daniel barbará,1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99c66b7602d9702515eb7
experi with a logicbas knowledg discoveri support environ,"fosca giannotti, giuseppe manco, dino pedreschi, franco turini",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9ac95b7602d970366c00c
databas system extens for decis support the axl approach,"haixun wang, carlo zaniolo",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9a576b7602d9702e9eb6c
revers nearest neighbor queri for dynam databas,"ioana stanoi, divyakant agrawal, amr el abbadi",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9ab55b7602d97034e87f3
incomplet in data mine,"h. v. jagadish, raymond t. ng",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99a92b7602d970230b5f8
a priori versus a posteriori filter of associ rule,"bart goethals, jan van den bussche",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9aa2cb7602d970339cc3f
interact mine of correl a constraint perspect,"gösta grahne, laks v. s. lakshmanan, xiaohong wang",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9a711b7602d9703047c16
discov interest associ rule in medic data,"carlos ordonez, cesar a. santana, levien de braal",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99b9bb7602d9702444647
classif as mine and use of label itemset,"dimitris meretakis, beat wüthrich",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e99c2fb7602d97024de499
interesting and prune of mine pattern,"devavrat shah, laks v. s. lakshmanan, krithi ramamritham, s. sudarshan 0001",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9af81b7602d97039cad6b
combin strategi for extract relat from text collect,"eugene agichtein, eleazar eskin, luis gravano",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e999e7b7602d97022303c0
userdefin aggreg for datamin,"haixun wang, carlo zaniolo",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9b5e0b7602d970412f848
what use is statist for massiv data,diane lambert,2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9ae7db7602d970389939e
the knowledg discoveri assist make data mine avail for busi user,"oliver hogl, herbert stoyan, michael müller",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9a3c0b7602d9702cce3a1
toward a toolkit for data analysi and mine,"theodore johnson, raymond t. ng, laks v. s. lakshmanan",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9afbab7602d9703a0caf2
on mine web access log,"anupam joshi, raghu krishnapuram",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9ae2eb7602d970383fa9c
closet an effici algorithm for mine frequent close itemset,"jian pei, jiawei han, runying mao",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9b82fb7602d97043e7ffb
scalabl spreadsheet for interact data analysi,"vijayshankar raman, andy chou, joseph m. hellerstein",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9be1bb7602d9704ad6a6a
approxim queri answer in highdimension data cube,"chris jermaine, renée j. miller",2000,acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9bb7ab7602d97047bc42f
toward mine gene express databas,"shinichi morishita, teruyoshi hishiki, kousaku okubo",1999,1999 acm sigmod workshop on research issu in data mine and knowledg discoveri,53e9b572b7602d97040aef79
googl in a box build the googl search applianc,narayanan shivakumar,2003,sigmod confer,53e99f42b7602d970280fd13
directv and oracl rdb the challeng of vldb transact process,william l. gettys,1995,sigmod confer,53e9a6b5b7602d9702fead77
effici integr and aggreg of histor inform,"mirek riedewald, divyakant agrawal, amr el abbadi",2002,sigmod confer,53e9bd38b7602d97049c8d35
webcam monitor the dynam web to respond to continu queri,"shaveen garg, krithi ramamritham, soumen chakrabarti",2004,sigmod confer,53e998f6b7602d9702130587
emc inform share direct access to mvs data from unix and nt,walt kohler,1999,sigmod confer,53e9af00b7602d97039345ae
scientif data repositori design for a move target,"etzard stolte, christoph von praun, gustavo alonso, thomas r. gross",2003,sigmod confer,53e9a9a2b7602d9703301258
understand web queri interfac besteffort pars with hidden syntax,"zhen zhang, bin he, kevin chen-chuan chang",2004,sigmod confer,53e9adb6b7602d97037b6b56
datamin interact rule discoveri system,"tomasz imielinski, aashu virmani",1995,sigmod confer,53e9ab90b7602d97035384aa
approxim techniqu for spatial data,"abhinandan das, johannes gehrke, mirek riedewald",2004,sigmod confer,53e9ab65b7602d9703502570
bodhi a databas habitat for biodivers inform,"srikanta j. bedathur, abhijit kadlag, jayant r. haritsa",2004,sigmod confer,53e9a281b7602d9702b88666
a theori of redo recoveri,"david b. lomet, mark r. tuttle",2003,sigmod confer,53e9ab69b7602d9703504df3
xpath queri on stream data,"feng peng, sudarshan s. chawathe",2003,sigmod confer,53e9b326b7602d9703df65c7
integr of electron ticket and person guid system for public transport use mobil termin,"koichi goto, yahiko kambayashi",2003,sigmod confer,53e99b4ab7602d97023ee663
an approxim search engin for structur databas,"jason tsong-li wang, xiong wang, dennis shasha, bruce a. shapiro, kaizhong zhang, xinhuan zheng, qicheng ma, zasha weinberg",2000,sigmod confer,53e9a61fb7602d9702f4dfed
toward a progress indic for databas queri,"gang luo, jeffrey f. naughton, curt j. ellmann, michael watzke",2004,sigmod confer,53e9b7c7b7602d9704374e05
a contentbas multimedia server for massiv parallel architectur,"william o'connell, ion tim ieong, david schrader, c. watson, grace au, alexandros biliris, s. choo, p. colin, g. linderman, euthimios panagos, j. wang, t. walters",1996,sigmod confer,53e9bc00b7602d970486107c
the lyric languag queri constraint object,"alexander brodsky, yoram kornatzky",1995,sigmod confer,53e9a562b7602d9702e85567
dbcach databas cach for web applic server,"mehmet altinel, qiong luo, sailesh krishnamurthy, c. mohan, hamid pirahesh, bruce g. lindsay 0001, honguk woo, larry brown",2002,sigmod confer,53e9b740b7602d97042dbd07
when one sampl is not enough improv text databas select use shrinkag,"panagiotis g. ipeirotis, luis gravano",2004,sigmod confer,53e99bdcb7602d970248525b
use the golden rule of sampl for queri estim,"yi-leh wu, divyakant agrawal, amr el abbadi",2001,sigmod confer,53e9a69fb7602d9702fd1482
keynot address,robert s. epstein,1995,sigmod confer,53e997b5b7602d9701f97892
tutori ldap directori servic just anoth databas applic,"shridhar shukla, anand deshpande",2000,sigmod confer,53e9a4f3b7602d9702e15d07
partial result for onlin queri process,"vijayshankar raman, joseph m. hellerstein",2002,sigmod confer,53e99bfeb7602d97024a81ca
onlin mainten of veri larg random sampl,"chris jermaine, abhijit pol, subramanian arumugam",2004,sigmod confer,53e9afbab7602d9703a07647
adapt order of pipelin stream filter,"shivnath babu, rajeev motwani, kamesh munagala, itaru nishizawa, jennifer widom",2004,sigmod confer,53e99b0ab7602d970239bda1
queri and mine data stream you onli get one look a tutori,"minos n. garofalakis, johannes gehrke, rajeev rastogi",2002,sigmod confer,53e9b413b7602d9703f0ab43
daytona and the fourthgener languag cymbal,rick greer,1999,sigmod confer,53e9bce1b7602d9704969b76
rainbow multixqueri optim use materi xml view,"xin zhang 0002, katica dimitrova, ling wang, maged el-sayed, brian murphy, bradford pielech, mukesh mulchandani, luping ding, elke a. rundensteiner",2003,sigmod confer,53e9bddbb7602d9704a8a22a
xqueri a queri languag for xml,donald d. chamberlin,2003,sigmod confer,53e9b4a6b7602d9703fb64a3
data manag issu in electron commerc panel,m. tamer özsu,1999,sigmod confer,53e9bb7fb7602d97047c2c85
wavelet synops with error guarante,"minos n. garofalakis, phillip b. gibbons",2002,sigmod confer,53e9b2c6b7602d9703d6f1b0
static optim of conjunct queri with slide window over infinit stream,"ahmed ayad, jeffrey f. naughton",2004,sigmod confer,53e9a9a2b7602d97033030d8
the structur inform manag a databas system for sgml document,ron sacks-davis,1996,vldb,53e9a3edb7602d9702d06168
fast evalu techniqu for complex similar queri,"klemens böhm, michael mlivoncic, hans-jörg schek, roger weber",2001,vldb,53e9b87fb7602d9704450fba
the evolut of the web and implic for an increment crawler,"junghoo cho, hector garcia-molina",2000,vldb,53e9a60ab7602d9702f39d4c
databas and workflow manag what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",1995,vldb,53e99ee6b7602d97027afae9
from tree pattern to general tree pattern on effici evalu of xqueri,"zhimin chen, h. v. jagadish, laks v. s. lakshmanan, stelios paparizos",2003,vldb,53e9b31bb7602d9703de681c
dynam mainten of waveletbas histogram,"yossi matias, jeffrey scott vitter, min wang",2000,vldb,53e9b3a4b7602d9703e8a09a
approxim queri process tame the terabyt,"minos n. garofalakis, phillip b. gibbons",2001,vldb,53e998f6b7602d9702131cea
integr the ubtre into a databas system kernel,"frank ramsak, volker markl, robert fenk, martin zirkel, klaus elhardt, rudolf bayer",2000,vldb,53e9b7b4b7602d970435a853
parallel queri schedul and optim with time and spaceshar resourc,"minos n. garofalakis, yannis e. ioannidis",1997,vldb,53e9b260b7602d9703d032af
effici construct of regress tree with rang and region split,"yasuhiko morimoto, hiromu ishii, shinichi morishita",1997,vldb,53e99f35b7602d97028035ee
support frequent updat in rtree a bottomup approach,"mong-li lee, wynne hsu, christian s. jensen, bin cui, keng lik teo",2003,vldb,53e99d4bb7602d97025ff767
the xtree an index structur for highdimension data,"stefan berchtold, daniel a. keim, hans-peter kriegel",1996,vldb,53e9a074b7602d970295e95e
inform retriev from an incomplet data cube,curtis e. dyreson,1996,vldb,53e9a8e3b7602d9703234135
infer function semant to optim queri,"mitch cherniack, stanley b. zdonik",1998,vldb,53e9bdb9b7602d9704a68e16
holist twig join on index xml document,"haifeng jiang, wei wang 0011, hongjun lu, jeffrey xu yu",2003,vldb,53e9a813b7602d97031594e3
fast nearest neighbor search in medic imag databas,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot l. siegel, zenon protopapas",1996,vldb,53e9b716b7602d97042afc74
falcon feedback adapt loop for contentbas retriev,"leejay wu, christos faloutsos, katia p. sycara, terry r. payne",2000,vldb,53e9a704b7602d9703036673
supervis wrapper generat with lixto,"robert baumgartner, sergio flesca, georg gottlob",2001,vldb,53e9b512b7602d970404692b
sitin a reallif spatiotempor inform system,"giuseppe sindoni, leonardo tininini, amedea ambrosetti, cristina bedeschi, stefano de francisci, orietta gargano, rossella molinaro, mario paolucci, paola patteri, pina ticca",2001,vldb,53e9b337b7602d9703e0affd
fals posit or fals negat mine frequent itemset from high speed transact data stream,"jeffrey xu yu, zhihong chong, hongjun lu, aoying zhou",2004,vldb,53e99cafb7602d970255fcd5
a cost model for cluster objectori databas,"georges gardarin, jean-robert gruser, zhao-hui tang",1995,vldb,53e9a3f4b7602d9702d08fe0
search and mine finegrain semistructur data,soumen chakrabarti,2002,vldb,53e9b20cb7602d9703ca7086
onlin feedback for nest aggreg queri with multithread,"kian-lee tan, cheng hian goh, beng chin ooi",1999,vldb,53e9b873b7602d970444363f
implement of sql3 structur type with inherit and valu substitut,"you-chin fuh, stefan deßloch, weidong chen, nelson mendonça mattos, brian t. tran, bruce g. lindsay 0001, linda demichel, serge rielau, danko mannhaupt",1999,vldb,53e9989bb7602d97020d61e6
groupwis process of relat queri,"damianos chatziantoniou, kenneth a. ross",1997,vldb,53e9a9c4b7602d9703323382
compar hierarch data in extern memori,sudarshan s. chawathe,1999,vldb,53e9a682b7602d9702fb5b38
the new lock log and recoveri architectur of microsoft sql server 70,david campbell,1999,vldb,53e9a4aab7602d9702dc9086
improv perform in replic databas through relax coher,"rainer gallersdörfer, matthias nicola",1995,vldb,53e9b47db7602d9703f82e4e
what is the nearest neighbor in high dimension space,"alexander hinneburg, charu c. aggarwal, daniel a. keim",2000,vldb,53e9ab97b7602d97035441f3
valuecogniz specul concurr control,"azer bestavros, spyridon braoudakis",1995,vldb,53e9b408b7602d9703efb84c
data manag for pervas comput,"mitch cherniack, michael j. franklin, stanley b. zdonik",2001,vldb,53e9ab9eb7602d9703549194
a scalabl architectur for autonom heterogen databas interact,"steven milliner, athman bouguettaya, mike p. papazoglou",1995,vldb,53e9ae17b7602d97038260f1
extend practic preaggreg in onlin analyt process,"torben bach pedersen, christian s. jensen, curtis e. dyreson",1999,vldb,53e999eeb7602d9702234ccd
compar data stream use ham norm how to zero in,"graham cormode, mayur datar, piotr indyk, s. muthukrishnan",2002,vldb,53e9a22bb7602d9702b305af
biopatentmin an inform retriev system for biomed patent,"sougata mukherjea, bhuvan bamba",2004,vldb,53e99ea0b7602d970276bc4d
collabor analyt process dream or realiti panel abstract,"william o'connell, andrew witkowski, goetz graefe",2001,vldb,53e9ad68b7602d9703753390
xpathlearn an onlin selftun markov histogram for xml path select estim,"lipyeow lim, min wang, sriram padmanabhan, jeffrey scott vitter, ronald parr",2002,vldb,53e99db1b7602d970266d987
microsoft english queri 75 automat extract of semant from relat databas and olap cube,adam blum,1999,vldb,53e9a1dbb7602d9702ad7a61
informixonlin xps a dynam scalabl rdbms for open parallel platform,hannes spintzik,1995,vldb,53e9b4abb7602d9703fb7f06
technolog and the futur of commerc and financ abstract,david elliot shaw,1998,vldb,53e9be15b7602d9704ad01c1
maxim the output rate of multiway join queri over stream inform sourc,"stratis viglas, jeffrey f. naughton, josef burger",2003,vldb,53e9b500b7602d970402f387
social educ and government chang enabl through inform technolog,"krithi ramamritham, yeha el atfi, carlo batini, michael eitan, valerie gregg, d. b. phatak",2000,vldb,53e9b54fb7602d9704085322
bhunt automat discoveri of fuzzi algebra constraint in relat data,"paul brown, peter j. haas",2003,vldb,53e9adffb7602d9703805c56
declust databas on heterogen disk system,"ling tony chen, doron rotem, sridhar seshadri",1995,vldb,53e9aecbb7602d97038f67cf
mine insur data at swiss life,"jörg-uwe kietz, ulrich reimer, martin staudt",1997,vldb,53e9a789b7602d97030c41f7
how system 11 sql server becam fast,t. k. rengarajan,1996,vldb,53e99d21b7602d97025d923d
the role of integr constraint in databas interoper,"mark w. w. vermeer, peter m. g. apers",1996,vldb,53e9a374b7602d9702c81349
schemasql a languag for interoper in relat multidatabas system,"laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian",1996,vldb,53e9b938b7602d9704525f2a
actiview adapt data present use supersql,"yoko maeda, motomichi toyama",2001,vldb,53e9a194b7602d9702a86c1c
issu in develop veri larg data warehous,"lyman do, pamela drew, wei jin, vish jumani, david van rossum",1998,vldb,53e9a4e4b7602d9702e040a1
find hierarch heavi hitter in data stream,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2003,vldb,53e9aebcb7602d97038e2a4e
multidimension regress analysi of timeseri data stream,"yixin chen, guozhu dong, jiawei han, benjamin w. wah, jianyong wang",2002,vldb,53e99c29b7602d97024d83cf
icicl selftun sampl for approxim queri answer,"venkatesh ganti, mong-li lee, raghu ramakrishnan",2000,vldb,53e9ab38b7602d97034c696d
toward an odmgcompli visual object queri languag,"manoj chavda, peter t. wood",1997,vldb,53e9bae6b7602d9704715b98
color away communic in parallel queri optim,"waqar hasan, rajeev motwani",1995,vldb,53e9b108b7602d9703b86c7e
provis and oblig in polici manag and secur applic,"claudio bettini, sushil jajodia, xiaoyang sean wang, duminda wijesekera",2002,vldb,53e99c4bb7602d97024fa031
largescal standardsbas earth observ imageri and web map servic,peter baumann,2003,vldb,53e9b954b7602d9704542119
increment cluster for mine in a data wareh environ,"martin ester, hans-peter kriegel, jörg sander, michael wimmer, xiaowei xu",1998,vldb,53e9b360b7602d9703e3f35e
on process xml in ldap,"pedro josé marrón, georg lausen",2001,vldb,53e9aee4b7602d970390e77b
robust estim with sampl and approxim preaggreg,chris jermaine,2003,vldb,53e99d4bb7602d97026000de
declar data clean languag model and algorithm,"helena galhardas, daniela florescu, dennis shasha, eric simon, cristian-augustin saita",2001,vldb,53e9b76eb7602d97043135a6
cach fusion extend shareddisk cluster with share cach,"tirthankar lahiri, vinay srihari, wilson chan, n. macnaughton, sashikanth chandrasekaran",2001,vldb,53e9996eb7602d97021acf4b
tempor queri in olap,"alberto o. mendelzon, alejandro a. vaisman",2000,vldb,53e99aedb7602d97023797e6
waveclust a multiresolut cluster approach for veri larg spatial databas,"gholamhosein sheikholeslami, surojit chatterjee, aidong zhang",1998,vldb,53e9abb2b7602d9703562be9
from xml view updat to relat view updat old solut to a new problem,"vanessa p. braganholo, susan b. davidson, carlos a. heuser",2004,vldb,53e9ab1ab7602d970349f317
effect effici document rank without use a larg lexicon,yasushi ogawa,1996,vldb,53e9a415b7602d9702d31f3f
compass a conceptbas web search engin for html xml and deep web data,"jens graupmann, michael biwer, christian zimmer, patrick zimmer, matthias bender, martin theobald, gerhard weikum",2004,vldb,53e9a4dcb7602d9702dfb89b
appli databas technolog in the adsm mass storag system,"luis-felipe cabrera, robert m. rees, wayne hineman",1995,vldb,53e999ffb7602d970224bd55
object industri exhibit,unamed,1998,vldb,53e99838b7602d970205f54e
stochast consist and scalabl pullbas cach for errat data sourc,"shanzhong zhu, chinya v. ravishankar",2004,vldb,53e99eaeb7602d9702779a59
curio a novel solut for effici storag and index in data warehous,"anindya datta, krithi ramamritham, helen m. thomas",1999,vldb,53e9b458b7602d9703f56f56
use sql to build new aggreg and extend for object relat system,"haixun wang, carlo zaniolo",2000,vldb,53e9a263b7602d9702b6afc1
spatial join use rtree breadthfirst travers with global optim,"yun-wu huang, ning jing, elke a. rundensteiner",1997,vldb,53e9ae90b7602d97038aefb8
sql standard the next step,"andrew eisenberg, jim melton",2000,sigmod record,53e9b556b7602d970408c9c4
databas research at the indian institut of technolog bombay,"d. b. phatak, nandlal l. sarda, s. seshadri, s. sudarshan 0001",1996,sigmod record,53e99cdfb7602d9702593ea4
methodolog for develop and employ of ontolog base knowledg manag applic,"york sure, steffen staab, rudi studer",2002,sigmod record,53e9b7f5b7602d97043a9f67
reminisc on influenti paper,"kenneth a. ross, christos faloutsos, alon y. levy, patrick e. o'neil, eric simon, divesh srivastava, victor vianu, gerhard weikum",2000,sigmod record,53e99b0ab7602d970239c211
infer structur in semistructur data,"svetlozar nestorov, serge abiteboul, rajeev motwani",1997,sigmod record,53e9a952b7602d97032a6ee2
chair messag,richard t. snodgrass,2000,sigmod record,53e99809b7602d970201f8e7
dilut acid,"tim kempster, colin stirling, peter thanisch",1999,sigmod record,53e997a2b7602d9701f729bf
industrialstrength schema match,"philip a. bernstein, sergey melnik, michalis petropoulos, christoph quix",2004,sigmod record,53e99a92b7602d970230722d
a framework for inform visualis,"jessie b. kennedy, kenneth j. mitchell, peter j. barclay",1996,sigmod record,53e9ab07b7602d970348dbd7
advanc xml data process guest editor introduct,karl aberer,2001,sigmod record,53e9a37ab7602d9702c86413
editor note,ling liu,2001,sigmod record,53e99800b7602d970200b631
a distribut databas for biomolecular imag,"ambuj k. singh, b. s. manjunath, robert f. murphy",2004,sigmod record,53e9a145b7602d9702a37d00
the ccube constraint objectori databas system,"alexander brodsky, victor e. segal, jia chen, pavel a. exarkhopoulo",1999,sigmod confer,53e9aa2bb7602d97033967be
merg replic in microsoft sql server 70,brad hammond,1999,sigmod confer,53e9b2d2b7602d9703d821e3
requir and polici challeng in high secur environ,dean e. hall,2004,sigmod confer,53e9b844b7602d9704405a6d
build notif servic with microsoft sqlserver,praveen seshadri,2003,sigmod confer,53e9b5c8b7602d9704114e35
highlyavail faulttoler parallel dataflow,"mehul a. shah, joseph m. hellerstein, eric a. brewer",2004,sigmod confer,53e9a263b7602d9702b68f8b
share your data keep your secret,"irini fundulaki, arnaud sahuguet",2004,sigmod confer,53e9af12b7602d970394ca6e
review a real time virtual walkthrough system,"lidan shou, jason chionh, kian-lee tan, yixin ruan, zhiyong huang",2001,sigmod confer,53e9a618b7602d9702f4aac1
pipe a public infrastructur for process and explor stream,"jürgen krämer, bernhard seeger",2004,sigmod confer,53e9b2f5b7602d9703db51d5
declar specif of web applic exploit web servic and workflow,"marco brambilla, stefano ceri, sara comai, marco dario, piero fraternali, ioana manolescu",2004,sigmod confer,53e9a7feb7602d970313d4d5
sap r3 a databas applic system tutori,"alfons kemper, donald kossmann, florian matthes",1998,sigmod confer,53e9a5a1b7602d9702ecaff5
softwar as a servic asp and asp aggreg,christoph bussler,2002,sigmod confer,53e9bc31b7602d970489d6c7
cluster by pattern similar in larg data set,"haixun wang, wei wang 0010, jiong yang, philip s. yu",2002,sigmod confer,53e9b2dbb7602d9703d9158f
contain join size estim model and method,"wei wang 0011, haifeng jiang, hongjun lu, jeffrey xu yu",2003,sigmod confer,53e9b677b7602d97041e0615
devis integr queri and visual of larg dataset,"miron livny, raghu ramakrishnan, kevin s. beyer, guangshun chen, donko donjerkovic, shilpa lawande, jussi myllymaki, r. kent wenger",1997,sigmod confer,53e998e9b7602d9702127828
increment mainten of xml structur index,"ke yi, hao he, ioana stanoi, jun yang 0001",2004,sigmod confer,53e9babab7602d97046eaffe
the price of valid in dynam network,"mayank bawa, aristides gionis, hector garcia-molina, rajeev motwani",2004,sigmod confer,53e9b98ab7602d970457cb15
nodos a tool for semiautomat extract semistructur data from text document,brad adelberg,1998,sigmod confer,53e9a058b7602d970293aa4d
hardwar technolog trend and databas opportun sigmod confer 1998 keynot speech video,david a. patterson,1999,acm sigmod digit symposium collect,53e9a668b7602d9702f9b91c
invest in research sigmod confer 1998 keynot speech video,bill gates,1999,acm sigmod digit symposium collect,53e9ad2db7602d9703710be4
build replac part for the brain a new era in neural prothetci sigmod confer 1999 keynot speech video,theodore w. berger,2000,acm sigmod digit symposium collect,53e9a066b7602d970294bde4
what next a few remain problem in inform technlog sigmod confer 1999 acm ture award lectur video,jim gray,2000,acm sigmod digit symposium collect,53e9b808b7602d97043b9ac2
estim compil time of a queri optim,"ihab f. ilyas, jun rao, guy m. lohman, dengfeng gao, eileen tien lin",2003,sigmod confer,53e9bbbcb7602d9704806c86
lockx a system for effici queri secur xml,"sungran cho, sihem amer-yahia, laks v. s. lakshmanan, divesh srivastava",2003,sigmod confer,53e9bb2fb7602d970476d427
cubeexplor onlin explor of data cube,"jiawei han, jianyong wang, guozhu dong, jian pei, ke wang",2002,sigmod confer,53e99ef4b7602d97027c06a6
go public opensourc databas and databas research,philippe bonnet,2002,sigmod confer,53e9b0a5b7602d9703b12652
data manag challeng in crm,george colliat,2003,sigmod confer,53e9ab9eb7602d970354a877
statix make xml count,"juliana freire, jayant r. haritsa, maya ramanath, prasan roy, jérôme siméon",2002,sigmod confer,53e99b16b7602d97023a7500
adapt to sourc properti in process data integr queri,"zachary g. ives, alon y. halevy, daniel s. weld",2004,sigmod confer,53e9a6aeb7602d9702fe424c
an overview of the emerg thirdgener sql standard tutori,"nelson mendonça mattos, jim melton",1995,sigmod confer,53e9b189b7602d9703c1378f
state of the art in workflow manag research and product,c. mohan,1996,sigmod confer,53e9a995b7602d97032f114f
rolex relat onlin exchang with xml,"philip bohannon, xin dong 0001, sumit ganguly, henry f. korth, chengkai li, p. p. s. narayan, pradeep shenoy",2003,sigmod confer,53e9b1a3b7602d9703c2ce73
an arraybas algorithm for simultan multidimension aggreg,"yihong zhao, prasad deshpande, jeffrey f. naughton",1997,sigmod confer,53e9a51db7602d9702e3e678
nonstop sqlmx publishsubscrib continu data stream in transact process,hansjörg zeller,2003,sigmod confer,53e9af33b7602d9703970b4c
execut sql over encrypt data in the databaseserviceprovid model,"hakan hacigümüs, balakrishna r. iyer, chen li, sharad mehrotra",2002,sigmod confer,53e9b098b7602d9703b00038
increment evalu of schemadirect xml publish,"philip bohannon, peter buneman, byron choi, wenfei fan",2004,sigmod confer,53e9ba64b7602d9704682420
fundament techniqu for order optim,"david e. simmen, eugene j. shekita, timothy malkemus",1996,sigmod confer,53e9a7d6b7602d9703116d39
the cornel jaguar system ad mobil to predat,"philippe bonnet, kyle buza, zhiyuan chen, victor cheng, randolph chung, takako m. hickey, ryan kennedy, daniel mahashin, tobias mayr, ivan oprencak, praveen seshadri, hubert siu",1999,sigmod confer,53e9b451b7602d9703f4f21f
manag web data,dan suciu,1999,sigmod confer,53e99845b7602d9702072c06
retina a realtim traffic navig system,"kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung",2001,sigmod confer,53e9a61fb7602d9702f4b943
acceler xpath locat step,torsten grust,2002,sigmod confer,53e99a56b7602d97022bc9b1
