paper_title,author_names,year,publication_venue,index
improv access to environ data use context inform,"anthony tomasic, eric simon",1997,sigmod record,53e9a839b7602d970318585a
hector garciamolina speak out,marianne winslett,2002,sigmod record,53e9aa1db7602d970338abf3
multit join through bitmap join indic,"patrick e. o'neil, goetz graefe",1995,sigmod record,53e9ba65b7602d9704683904
a queri languag for a websit manag system,"mary f. fernandez, daniela florescu, alon y. levy, dan suciu",1997,sigmod record,53e9ab48b7602d97034d8db1
an annot bibliographi on realtim databa system,özgür ulusoy,1995,sigmod record,53e99cd1b7602d9702583fd1
letter to sigmod record editor,nazih elderini,2002,sigmod record,53e9af68b7602d97039ab743
realtim databa similar semant and resourc schedul,"tei-wei kuo, aloysius k. mok",1996,sigmod record,53e99f35b7602d9702805451
semant web workshop model architectur and manag,"panos constantopoulos, vassilis christophides, dimitris plexousakis",2001,sigmod record,53e9a5beb7602d9702ee5180
preserv of digit data with selfvalid selfinstanti knowledgeba archiv,"bertram ludäscher, richard marciano, reagan moore",2001,sigmod record,53e9b6abb7602d970422aac5
an annot bibliographi on activ databa,"ulrike jaeger, johann christoph freytag",1995,sigmod record,53e9a1d0b7602d9702acbf58
queri multipl bioinformat data sourc can semant web research help,"david buttler, matthew coleman, terence critchlow, renato fileto, wei han, ling liu, calton pu, daniel rocco, li xiong",2002,sigmod record,53e9b6bfb7602d97042462bd
describ semistructur data,luca cardelli,2001,sigmod record,53e99813b7602d970202b96d
report on the 13th brazilian symposium on databa system sbbd98,"mario a. nascimento, claudia bauzer medeiros",1999,sigmod record,53e99e78b7602d970273a433
design and manag of data wareh report on the dmdw99 workshop,"stella gatziu, manfred a. jeusfeld, martin staudt, yannis vassiliou",1999,sigmod record,53e9b88bb7602d970445ea97
report on the 8th intern workshop on knowledg repres meet databa krdb,"maurizio lenzerini, daniele nardi, werner nutt, dan suciu",2001,sigmod record,53e9b9a0b7602d970459057d
new standard for store procedur in sql,andrew eisenberg,1996,sigmod record,53e9a995b7602d97032f0f99
understand the semant of sensor data,murali mani,2003,sigmod record,53e9b87fb7602d97044516f7
pgrid a selforgan structur p2p system,"karl aberer, philippe cudré-mauroux, anwitaman datta, zoran despotovic, manfred hauswirth, magdalena punceva, roman schmidt",2003,sigmod record,53e9a839b7602d97031824c6
close the key loophol in mls databa,"nenad jukic, svetlozar nestorov, susan v. vrbsky",2003,sigmod record,53e9a7eab7602d97031283f1
research activ in databa manag and inform retriev at the univ of illinoi at chicago,"isabel f. cruz, ashfaq a. khokhar, bing liu 0001, a. prasad sistla, ouri wolfson, clement t. yu",2002,sigmod record,53e9a727b7602d970305e97a
extract entiti profil from semistructur inform space,"robert a. nado, scott b. huffman",1997,sigmod record,53e9a9f7b7602d970335efd0
where will object techonolog drive data administr,arnon rosenthal,1998,sigmod record,53e9aed7b7602d970390222a
toward adapt workflow system cscw98 workshop report,"abraham bernstein, chrysanthos dellarocas, mark klein",1999,sigmod record,53e9abcfb7602d97035851ff
generat spatiotempor dataset on the www,"yannis theodoridis, mario a. nascimento",2000,sigmod record,53e99bc6b7602d970246db8f
normal in oodb design,byung suk lee,1995,sigmod record,53e99a74b7602d97022e39e2
manag of data and servic in the environ inform system ui of badenwürttemberg,"wolf-fritz riekert, roland mayer-föll, gerlinde wiest",1997,sigmod record,53e9addab7602d97037e07d4
an activ function servic for ebusi applic,"mariano cilia, alejandro p. buchmann",2002,sigmod record,53e9ab42b7602d97034d4ff3
the hyperion project from data integr to data coordin,"marcelo arenas, vasiliki kantere, anastasios kementsietsidis, iluju kiringa, renée j. miller, john mylopoulos",2003,sigmod record,53e9a48eb7602d9702daf1eb
research in inform manag at dublin citi univ,"mark roantree, alan f. smeaton",2002,sigmod record,53e9a9d9b7602d970333c25d
editor note,michael j. franklin,1999,sigmod record,53e99800b7602d970200b5fd
chair messag,m. tamer özsu,2004,sigmod record,53e99809b7602d970201f928
interview with rakesh agraw,marianne winslett,2003,sigmod record,53e99aa6b7602d970231ea2c
workshop on perform and architectur of web server paws2000 held in conject with sigmetrics2000,"krishna kant, prasant mohapatra",2000,sigmod record,53e99e54b7602d97027185c1
the grid an applic of the semant web,"carole a. goble, david de roure",2002,sigmod record,53e9abe4b7602d970359e217
transact inform system book review,marc h. scholl,2001,sigmod record,53e9b55eb7602d9704099d1f
automat direct and indirect schema map experi and lesson learn,"david w. embley, li xu, yihong ding",2004,sigmod record,53e9ae1cb7602d970382dc4b
deed toward a distribut and activ realtim databa system,"sten andler, jörgen hansson, joakim eriksson, jonas mellin, mikael berndtsson, bengt eftring",1996,sigmod record,53e9a593b7602d9702eb9db0
the mariposa distribut databa manag system,jeff sidell,1996,sigmod record,53e9a751b7602d970308c5f4
increment mainten of recur view use relat calculussql,"guozhu dong, jianwen su",2000,sigmod record,53e9aa73b7602d97033e79bb
hierarchi and relat oper in the olap environ,"elaheh pourabbas, maurizio rafanelli",2000,sigmod record,53e9be5db7602d9704b1c869
contextu the inform space in feder digit librari,"mike p. papazoglou, jeroen hoppenbrouwers",1999,sigmod record,53e9af81b7602d97039c994d
chair messag,m. tamer özsu,2004,sigmod record,53e99809b7602d970201f928
detect and classif of intrus and fault use sequenc of system call,"joão b. d. cabrera, lundy m. lewis, raman k. mehra",2001,sigmod record,53e9a186b7602d9702a7c019
editor note,ling liu,2003,sigmod record,53e99800b7602d970200b604
design and user test of a multiparadigm queri interfac to an objectori databa,"dac khoa doan, norman w. paton, alistair c. kilgour",1995,sigmod record,53e9ac89b7602d970365fef8
report from the first workshop on geo sensor network,"silvia nittel, anthony stefanidis, isabel f. cruz, max j. egenhofer, dina q. goldin, a. howard, alexandros labrinidis, samuel madden, agnès voisard, michael f. worboys",2004,sigmod record,53e9ad18b7602d97036f6d04
realtim index concurr control,"jayant r. haritsa, s. seshadri",1996,sigmod record,53e9ad92b7602d970378f854
the trig activ objectori databa system an overview,"gerti kappel, werner retschitzegger",1998,sigmod record,53e9b6eeb7602d970428277b
editor farewel note,arie segev,1995,sigmod record,53e99a1ab7602d970226c372
pixelori databa visual,daniel a. keim,1996,sigmod record,53e99b36b7602d97023d5c86
an exten notat for spatiotempor index queri,"vassilis j. tsotras, christian s. jensen, richard t. snodgrass",1998,sigmod record,53e9ba11b7602d970461689e
energi and rate base mac protocol for wireless sensor network,"rajgopal kannan, ramaraju kalidindi, s. sitharama iyengar, vijay kumar",2003,sigmod record,53e9a3f5b7602d9702d0f275
enhanc extern consist in realtim transact,"kwei-jay lin, shing-shan peng",1996,sigmod record,53e9a25cb7602d9702b657f2
inform warfar and secur book review,h. v. jagadish,2001,sigmod record,53e9b621b7602d9704179194
optim jan jannink implement of btree delet,"r. maelbrancke, h. olivie",1995,sigmod record,53e99cd8b7602d970258b387
sigmod2000 program chair messag,jeffrey f. naughton,2000,sigmod record,53e9b3c8b7602d9703eb6386
edgar f codd a tribut and person memoir,c. j. date,2003,sigmod record,53e99ed2b7602d970279f357
brand yourself,"richard t. snodgrass, merrie brucks",2004,sigmod record,53e9979eb7602d9701f6e878
introduct to the career forum column,alexandros labrinidis,2001,sigmod record,53e9b716b7602d97042af1f4
team communic among autonom sensor swarm,"mario gerla, yunjung yi",2004,sigmod record,53e9b326b7602d9703df52e8
an ear look at xqueri,"jim melton, andrew eisenberg",2002,sigmod record,53e9ab00b7602d97034842b9
design and implement of rmp a virtual electron market place,"susanne boll, wolfgang klas, bernard battaglin",1998,sigmod record,53e9b505b7602d970403963f
an extend entityrelationship model for geograph applic,"thanasis hadzilacos, nectaria tryfona",1997,sigmod record,53e9b55eb7602d97040990b7
combin fuzzi inform an overview,ronald fagin,2002,sigmod record,53e9ac2db7602d97035eea81
an ear look at xqueri api for java xqj,"andrew eisenberg, jim melton",2004,sigmod record,53e9a335b7602d9702c3bf4a
scienc of design for inform system report of the nsf workshop seattl 2003,unamed,2004,sigmod record,53e9bd45b7602d97049d3ab5
open issu in parallel queri optim,"waqar hasan, daniela florescu, patrick valduriez",1996,sigmod record,53e9b4b4b7602d9703fc847e
replica alloc for correl data item in ad hoc sensor network,"takahiro hara, norishige murakami, shojiro nishio",2004,sigmod record,53e9a3e1b7602d9702cf62c3
the piazza peer data manag project,"igor tatarinov, zachary g. ives, jayant madhavan, alon y. halevy, dan suciu, nilesh n. dalvi, xin dong 0001, yana kadiyska, gerome miklau, peter mork",2003,sigmod record,53e9a2ceb7602d9702bd676a
reminisc on influenti paper,"kenneth a. ross, jiawei han, nick koudas, rajeev rastogi, daniel j. rosenkrantz, peter scheuermann, dan suciu",2001,sigmod record,53e99b0ab7602d970239c211
vice chair messag,z. meral özsoyoglu,2000,sigmod record,53e99ac4b7602d97023410ed
call for paper and announc,unamed,1995,sigmod record,53e9ac28b7602d97035ed764
advanc in realtim databa system research,azer bestavros,1996,sigmod record,53e9a487b7602d9702da2c2d
report on the 1995 intern workshop on tempor databa,"arie segev, christian s. jensen, richard t. snodgrass",1995,sigmod record,53e9ac8fb7602d9703664b1b
guest editor introduct,"robert meersman, amit p. sheth",2002,sigmod record,53e99aacb7602d9702325e77
xqueri formal semant state and challeng,peter fankhauser,2001,sigmod record,53e9ada5b7602d97037a5b84
report on the nsf workshop on build an infrastructur for mobil and wireless system,"birgitta könig-ries, kia makki, s. a. m. makki, charles e. perkins, niki pissinou, peter l. reiher, peter scheuermann, jari veijalainen, ouri wolfson",2002,sigmod record,53e9b02fb7602d9703a89c6c
some remark on variabl independ closur and orthograph dimen in constraint databa,leonid libkin,1999,sigmod record,53e9bb08b7602d970473fd12
the ntier hub technolog,"rainer a. sommer, thomas r. gulledge, david bailey",2002,sigmod record,53e9b577b7602d97040b62bf
the sensor spectrum technolog trend and requir,"joseph m. hellerstein, wei hong, samuel madden",2003,sigmod record,53e9b2aab7602d9703d503ff
the aggreg data problem a system for their definit and manag,"maurizio rafanelli, antonia bezenchek, leonardo tininini",1996,sigmod record,53e9ab14b7602d970349a602
model tempor themat map content,"alberto d'onofrio, elaheh pourabbas",2003,sigmod record,53e9b01db7602d9703a78e4f
acmsigmod digit review,h. v. jagadish,2000,sigmod record,53e99a52b7602d97022b6cc9
ogdi toward interop among geospati databa,"gilles clement, christian larouche, denis gouin, paul morin, henry kucera",1997,sigmod record,53e9af81b7602d97039c5260
wireless clientserv comput for person inform servic and applic,"ahmed k. elmagarmid, jin jing, tetsuya furukawa",1995,sigmod record,53e9b41ab7602d9703f11e2a
spire a progress contentba spatial imag retriev engin,"chung-sheng li, lawrence d. bergman, vittorio castelli, john r. smith",2000,sigmod confer,53e9b991b7602d970457f9f7
increment and effect data summar for dynam hierarch cluster,"samer nassar, jörg sander, corrine cheng",2004,sigmod confer,53e9b45eb7602d9703f5ce0d
trex dtdconform xml to xml transform,"aoying zhou, qing wang, zhimao guo, xueqing gong, shihui zheng, hongwei wu, jianchang xiao, kun yue, wenfei fan",2003,sigmod confer,53e9b9e1b7602d97045dcb59
dbswitch™ toward a databa util,"shaul dar, gil hecht, eden shochat",2004,sigmod confer,53e9abbeb7602d970356de2c
approxim xml queri answer,"neoklis polyzotis, minos n. garofalakis, yannis e. ioannidis",2004,sigmod confer,53e99a57b7602d97022be053
fractal prefetch b±tree optim both cach and disk perform,"shimin chen, phillip b. gibbons, todd c. mowry, gary valentin",2002,sigmod confer,53e9a711b7602d9703046022
recoveri protocol for share memori databa system,"lory d. molesky, krithi ramamritham",1995,sigmod confer,53e9b52db7602d9704064df2
oracl rdbs record cach model,"richard anderson, gopalan arun, richard frank",1998,sigmod confer,53e9afe8b7602d9703a39679
a framework for support data integr use the materi and virtual approach,"richard hull, gang zhou",1996,sigmod confer,53e9b32bb7602d9703df9017
an index framework for peertop system,"adina crainiceanu, prakash linga, ashwin machanavajjhala, johannes gehrke, jayavel shanmugasundaram",2004,sigmod confer,53e9b634b7602d970418ce3b
from brow to interact dbms support for respon websit abstract,raghu ramakrishnan,2000,sigmod confer,53e9a12ab7602d9702a18ed2
data qualiti and data clean an overview,"theodore johnson, tamraparni dasu",2003,sigmod confer,53e9bbc2b7602d9704811883
general match a subsequ match method in timeseri databa base on general window,"yang-sae moon, kyu-young whang, wook-shin han",2002,sigmod confer,53e9bc0ab7602d970486e1e4
olymp record for data at the 1998 nagano game,edwin r. lassettre,1998,sigmod confer,53e9bc21b7602d970488dcdb
vertic and horizont percentag aggreg,carlos ordonez,2004,sigmod confer,53e9b40eb7602d9703f06558
tutori design an ultra high avail dbms,"svein erik bratsberg, øystein torbjørnsen",2000,sigmod confer,53e9b8dab7602d97044bb2df
the prioriti rtree a practic effici and worstca optim rtree,"lars arge, mark de berg, herman j. haverkort, ke yi",2004,sigmod confer,53e9b7fcb7602d97043ab826
about quark digit media system,kamar aulakh,1998,sigmod confer,53e9ab25b7602d97034afa23
cougar the network is the databa,"wai fu fung, david sun, johannes gehrke",2002,sigmod confer,53e999eeb7602d9702231c4b
peerdb peer into person databa,"beng chin ooi, kian-lee tan, aoying zhou, chin hong goh, yingguang li, chu yee liau, bo ling, wee siong ng, yanfeng shu, xiaoyu wang, ming zhang",2003,sigmod confer,53e9aed7b7602d9703900d1d
yoohoo build a presenc servic with xqueri and wsdl,"mary f. fernández, nicola onose, jérôme siméon",2004,sigmod confer,53e9b9a6b7602d97045987b1
ubiquit selftun scalabl server,peter m. spiro,1998,sigmod confer,53e9b3b7b7602d9703e9f4f3
xpress a queriabl compress for xml data,"jun-ki min, myung-jae park, chin-wan chung",2003,sigmod confer,53e99c12b7602d97024be997
design and mine multiterabyt astronomi archiv the sloan digit sky survey,"alexander s. szalay, peter z. kunszt, ani thakar, jim gray, donald r. slutz, robert j. brunner",2000,sigmod confer,53e9a246b7602d9702b4b534
mine databa structur or how to build a data qualiti browser,"tamraparni dasu, theodore johnson, s. muthukrishnan, vladislav shkapenyuk",2002,sigmod confer,53e9ac55b7602d9703627eab
clientsit queri exten,"tobias mayr, praveen seshadri",1999,sigmod confer,53e999f5b7602d970223e747
buffer databa oper for enhanc instruct cach perform,"jingren zhou, kenneth a. ross",2004,sigmod confer,53e9ae63b7602d970387e5fb
gigascop a stream databa for network applic,"charles d. cranor, theodore johnson, oliver spatscheck, vladislav shkapenyuk",2003,sigmod confer,53e9acfeb7602d97036df583
rainbow mappingdriven xqueri process system,"xin zhang 0002, mukesh mulchandani, steffen christ, brian murphy, elke a. rundensteiner",2002,sigmod confer,53e9a8ffb7602d970324e54a
the pointcast network,"satish ramakrishnan, vibha dayal",1998,sigmod confer,53e99853b7602d970208a66e
count enum and sampl of execut plan in a costba queri optim,"florian waas, césar a. galindo-legaria",2000,sigmod confer,53e99db7b7602d970267495d
a databa perspect on lotus dominonot,c. mohan,1999,sigmod confer,53e9b20cb7602d9703ca745a
illumin the dark side of web servic,michael l. brodie,2003,vldb,53e9a34ab7602d9702c5457c
inform manag for genom level bioinformat,"norman w. paton, carole a. goble",2001,vldb,53e9bbeab7602d970484131b
network queri process for distribut streamba applic,"yanif ahmad, ugur çetintemel",2004,vldb,53e9a12ab7602d9702a19db5
data compress in oracl,"meikel pöss, dmitry potapov",2003,vldb,53e99a04b7602d970224f8e9
logic and physic version in main memori databa,"rajeev rastogi, s. seshadri, philip bohannon, dennis w. leinbaugh, abraham silberschatz, s. sudarshan 0001",1997,vldb,53e9b65bb7602d97041bca35
dissemin updat on broadcast disk,"swarup acharya, michael j. franklin, stanley b. zdonik",1996,vldb,53e9abc9b7602d970357f9b1
xml repositori and activ view demonstr,"serge abiteboul, vincent aguilera, sébastien ailleret, bernd amann, sophie cluet, brendan hills, frédéric hubert, jean-claude mamou, amélie marian, laurent mignet, tova milo, cassio souza dos santos, bruno tessier, anne-marie vercoustre",1999,vldb,53e9bb6cb7602d97047ac179
a novel index support high volum data wareh insert,"chris jermaine, anindya datta, edward omiecinski",1999,vldb,53e9a2c8b7602d9702bd1d84
queri process in spatial network databa,"dimitris papadias, jun zhang 0005, nikos mamoulis, yufei tao",2003,vldb,53e9b4b4b7602d9703fcbc3d
further improv on integr constraint check for stratifi deduct databa,"sin yeung lee, tok wang ling",1996,vldb,53e9a186b7602d9702a77d44
compo map among data sourc,"jayant madhavan, alon y. halevy",2003,vldb,53e9ac62b7602d97036346d9
mine surpri pattern use tempor descript length,"soumen chakrabarti, sunita sarawagi, byron dom",1998,vldb,53e9a335b7602d9702c41366
toward learn base web queri process,"yanlei diao, hongjun lu, songting chen, zengping tian",2000,vldb,53e9a584b7602d9702eac3cb
hypothet queri in an olap environ,"andrey balmin, thanos papadimitriou, yannis papakonstantinou",2000,vldb,53e9ac8fb7602d9703666e4e
hyperqueri dynam distribut queri process on the internet,"alfons kemper, christian wiesner",2001,vldb,53e9ba90b7602d97046b9215
1safe algorithm for symmetr site configur,"rune humborstad, maitrayi sabaratnam, svein-olaf hvasshovd, øystein torbjørnsen",1997,vldb,53e9b241b7602d9703ce221d
concurr garbag collect in o2,"marcin skubiszewski, patrick valduriez",1997,vldb,53e9ac2eb7602d97035f076b
join rank input in practic,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2002,vldb,53e9b0abb7602d9703b1ae51
statstream statist monitor of thousand of data stream in real time,"yunyue zhu, dennis shasha",2002,vldb,53e9bb22b7602d970475b243
index and queri xml data for regular path express,"quanzhong li, bongki moon",2001,vldb,53e9a58bb7602d9702eb23b4
activ storag for largesc data mine and multimedia,"erik riedel, garth a. gibson, christos faloutsos",1998,vldb,53e9a6cab7602d9702ffc5f7
distribut topn queri process with possibl uncoop local system,"clement t. yu, george philip, weiyi meng",2003,vldb,53e99eb5b7602d970277e6a0
estim the output cardin of partial preaggreg with a measur of cluster,"sven helmer, thomas neumann 0001, guido moerkotte",2003,vldb,53e9b3d4b7602d9703ebf408
ibm db2 univ databa demonstr at vldb98,"k. bernhard schiefer, jim kleewein, karen brannon, guy m. lohman, gene fuh",1998,vldb,53e9ba64b7602d970467fd48
qstream determinist queri of data stream,"sven schmidt, henrike berthold, wolfgang lehner",2004,vldb,53e9b93eb7602d9704527232
generat calllevel interfac for advanc databa applic program,"udo nink, theo härder, norbert ritter",1999,vldb,53e9ab31b7602d97034bb265
effici increment garbag collect for clientserv object databa system,"laurent amsaleg, michael j. franklin, olivier gruber",1995,vldb,53e9ba17b7602d970461fe2d
agora live with xml and relat,"ioana manolescu, daniela florescu, donald kossmann, florian xhumari, dan olteanu",2000,vldb,53e99bdcb7602d9702485bfd
a regressionba tempor pattern mine scheme for data stream,"wei-guang teng, ming-syan chen, philip s. yu",2003,vldb,53e9a86ab7602d97031b90c7
semant compress and pattern extract with fascicl,"h. v. jagadish, j. madar, raymond t. ng",1999,vldb,53e9adc7b7602d97037cc2f7
databa in a wireless world,david yach,2004,vldb,53e9ab89b7602d9703535629
metric for access heterogen data is there ani hope panel,"leonard j. seligman, nicholas j. belkin, erich j. neuhold, michael stonebraker, gio wiederhold",1995,vldb,53e9b04eb7602d9703aae87b
dynam memori adjust for extern mergesort,"weiye zhang, per-åke larson",1997,vldb,53e9b34ab7602d9703e23a05
consist base snapshot manag in data grid,lutz schlesinger,2003,vldb phd workshop,53e99f27b7602d97027f1cce
applic server and associ technolog,c. mohan,2002,vldb,53e9ab69b7602d970350a4e7
cach conscious index for decisionsupport in main memori,"jun rao, kenneth a. ross",1999,vldb,53e9bdc6b7602d9704a737d2
queri continu time sequenc,"ling lin, tore risch",1998,vldb,53e99b3cb7602d97023d98ac
build scalabl internet applic with oracle8i server,"julie basu, josé alberto fernández, olga peschansky",2000,vldb,53e9b4e4b7602d970400d1d1
use formal method to reason about semanticsba decomposit of transact,"paul ammann, sushil jajodia, indrakshi ray",1995,vldb,53e9b505b7602d970403b139
aggreg mainten for data wareh in informix red brick vista,"craig j. bunker, latha s. colby, richard l. cole, william j. mckenna, gopal mulagund, david wilhite",2001,vldb,53e9af8eb7602d97039d83e2
sprint a scalabl parallel classifi for data mine,"john c. shafer, rakesh agrawal, manish mehta 0002",1996,vldb,53e9a2acb7602d9702bb4ec0
support statewid immuni track use multiparadigm workflow technolog,"amit p. sheth, krys kochut, john a. miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",1996,vldb,53e9ae7db7602d9703898153
zoo a desktop experi manag environ,"yannis e. ioannidis, miron livny, shivani gupta, nagavamsi ponnekanti",1996,vldb,53e9a58cb7602d9702eb6a96
heterogen databa queri optim in db2 univ datajoin,"shivakumar venkataraman, tian zhang",1998,vldb,53e9ba4eb7602d9704662886
integr trigger and declar constraint in sql databa sytem,"roberta cochrane, hamid pirahesh, nelson mendonça mattos",1996,vldb,53e9a73cb7602d970307356c
hyperprogram in java,"evangelos zirintsis, graham n. c. kirby, ronald morrison",1999,vldb,53e99ab3b7602d970232f7a7
hardwar accel in commerci databa a case studi of spatial oper,"nagender bandi, chengyu sun, amr el abbadi, divyakant agrawal",2004,vldb,53e9b8f5b7602d97044d7b07
optim histogram with qualiti guarant,"h. v. jagadish, nick koudas, s. muthukrishnan, viswanath poosala, kenneth c. sevcik, torsten suel",1998,vldb,53e9ae17b7602d970382881d
local dimens reduct a new approach to index high dimens space,"kaushik chakrabarti, sharad mehrotra",2000,vldb,53e9b289b7602d9703d2f078
gorder an effici method for knn join process,"chenyi xia, hongjun lu, beng chin ooi, jin hu",2004,vldb,53e9a0fcb7602d97029e9bbf
cach portal technolog for accel databasedriven ecommerc web site,"wen-syan li, k. selçuk candan, wang-pin hsiung, oliver po, divyakant agrawal, qiong luo, wei-kuang waine huang, yusuf akca, cemal yilmaz",2001,vldb,53e9ba1cb7602d97046233f4
walk through a veri larg virtual environ in realtim,"lidan shou, jason chionh, zhiyong huang, yixin ruan, kian-lee tan",2001,vldb,53e9a5cdb7602d9702efa3e1
gte superpag use ir techniqu for search complex object,"steven d. whitehead, himanshu sinha, michael murphy",1997,vldb,53e9b8a1b7602d970447a651
storag estim for multidimens aggreg in the presenc of hierarchi,"amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",1996,vldb,53e9ac8fb7602d9703665d27
design and develop of a stream servic in a heterogen client environ,"nikos pappas, stavros christodoulakis",2000,vldb,53e99e13b7602d97026d6129
project xml document,"amélie marian, jérôme siméon",2003,vldb,53e99832b7602d9702056c3d
queri process for highvolum xml messag broker,"yanlei diao, michael j. franklin",2003,vldb,53e9a554b7602d9702e78ba8
high level index of userdefin type,"weidong chen, jyh-herng chow, you-chin fuh, jean grandbois, michelle jou, nelson mendonça mattos, brian t. tran, yun wang",1999,vldb,53e99893b7602d97020cc657
xxl a librari approach to support effici implement of advanc databa queri,"jochen van den bercken, björn blohsfeld, jens-peter dittrich, jürgen krämer, tobias schäfer, martin schneider 0006, bernhard seeger",2001,vldb,53e9badfb7602d970470e622
multipleview selfmainten in data wareh environ,nam huyn,1997,vldb,53e9aaf3b7602d9703473520
resourc schedul in enhanc payperview continu media databa,"minos n. garofalakis, banu özden, abraham silberschatz",1997,vldb,53e99ca8b7602d970255a8b4
tabular placement of relat data on memsba storag devic,"hailing yu, divyakant agrawal, amr el abbadi",2003,vldb,53e9a797b7602d97030cf9a4
cirqul complex inform retriev queri languag,vojkan mihajlovic,2003,vldb phd workshop,53e9a46ab7602d9702d85885
load shed in a data stream manag,"nesime tatbul, ugur çetintemel, stanley b. zdonik, mitch cherniack, michael stonebraker",2003,vldb,53e9b444b7602d9703f420f1
experi report exploit advanc databa optim featur for largesc sap r3 instal,"bernhard zeller, alfons kemper",2002,vldb,53e9a689b7602d9702fbe6bb
fast time sequenc index for arbitrari lp norm,"byoung-kee yi, christos faloutsos",2000,vldb,53e998f6b7602d9702136b34
queri the internet with pier,"ryan huebsch, joseph m. hellerstein, nick lanham, boon thau loo, scott shenker, ion stoica",2003,vldb,53e9ace9b7602d97036c80bb
xperanto middlewar for publish objectrel data as xml document,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb,53e9a0dfb7602d97029cc607
opossum desktop schema manag through customiz visual,"eben m. haber, yannis e. ioannidis, miron livny",1995,vldb,53e998f6b7602d97021316c6
wscatalognet an infrastructur for creat peer and queri ecatalog communiti,"karim baïna, boualem benatallah, hye-young paik, farouk toumani, christophe rey, agnieszka rutkowska, bryan harianto",2004,vldb,53e9b861b7602d970442b37a
perform of futur databa system bottleneck and bonananza,chaitanya k. baru,1996,vldb,53e9b8a1b7602d970447a229
coarsegrain optim techniqu for rewrit sql statement sequenc,"tobias kraft, holger schwarz, ralf rantzau, bernhard mitschang",2003,vldb,53e9aa50b7602d97033c1230
sigmod digit symposium collect disc editor messag,isabel f. cruz,2000,sigmod record,53e998e9b7602d9702127c37
databa system break out of the box,"abraham silberschatz, stanley b. zdonik",1997,sigmod record,53e99940b7602d970217c6c8
trade press news,rafael alonso,1995,sigmod record,53e99853b7602d970208a66f
databa research at columbia univ,"shih-fu chang, luis gravano, gail e. kaiser, kenneth a. ross, salvatore j. stolfo",1998,sigmod record,53e9abb2b7602d97035628a8
report on the 17th brazilian symposium on databa system sbbd 2002,"ana carolina salgado, nina edelweiss",2003,sigmod record,53e99e78b7602d970273a42f
entityrelationship model revisit,antonio badia,2004,sigmod record,53e99a1ab7602d970226cc04
agent turst and inform access on the semant web,"timothy w. finin, anupam joshi",2002,sigmod record,53e9bd11b7602d970499a504
the activ databa central er2000 vldb 2000 wise 2000 book acm dl,unamed,1999,sigmod record,53e9b355b7602d9703e325a1
illustra web datablad modul,john gaffney,1996,sigmod record,53e9a952b7602d97032a4548
quasicub exploit approxim in multidimens databa,"daniel barbará, mark sullivan",1997,sigmod record,53e9a13fb7602d9702a2cf10
research in databa engin at the univ of namur,jean-luc hainaut,2003,sigmod record,53e9ba64b7602d970467fcd7
use quantit inform for effici associ rule generat,"bruno pôssas, wagner meira jr., márcio de carvalho, rodolfo f. resende",2000,sigmod record,53e9a636b7602d9702f66404
object databa evolut use separ of concern,"awais rashid, peter sawyer",2000,sigmod record,53e9ba05b7602d97046045ef
inform visual guest editor foreword,"tiziana catarci, isabel f. cruz",1996,sigmod record,53e9a958b7602d97032aeb9e
a map mechan to support bitmap index and other auxiliari structur on tabl store as primari btree,"eugene inseok chong, jagannathan srinivasan, souripriya das, chuck freiwald, aravind yalamanchi, mahesh jagannath, anh-tuan tran, ramkumar krishnan, richard jiang",2003,sigmod record,53e9bb72b7602d97047b3502
from ternari relationship to relat tabl a case against common belief,rafael camps,2002,sigmod record,53e9a689b7602d9702fb96f0
use unknown to prevent discoveri of associ rule,"yücel saygin, vassilios s. verykios, chris clifton",2001,sigmod record,53e9a00ab7602d97028eb732
integr tempor realtim and activ databa,"krithi ramamritham, rajendran m. sivasankaran, john a. stankovic, donald f. towsley, ming xiong",1996,sigmod record,53e9aa9cb7602d97034149ef
special issu on data mine for intrus detect and threat analysi guest editor introduct,daniel barbará,2001,sigmod record,53e9abf1b7602d97035b077b
a holist paradigm for larg scale schema match,"bin he, kevin chen-chuan chang",2004,sigmod record,53e9ad63b7602d970374bbc7
agentba semant interop in infosleuth,"jerry fowler, brad perry, marian h. nodine, bruce bargmeyer",1999,sigmod record,53e9a0dfb7602d97029cc300
applic of the java program languag to databa manag,"bradley f. burton, v. wiktor marek",1998,sigmod record,53e9b7cdb7602d970437c915
knowledg discoveri in data wareh,themistoklis palpanas,2000,sigmod record,53e9b17ab7602d9703c03ddb
new tpc benchmark for deci support and web commerc,"meikel pöss, chris floyd",2000,sigmod record,53e9a8e2b7602d9703230aa8
access of the databa literatur,richard t. snodgrass,2001,sigmod record,53e9ab2cb7602d97034ba1f9
the design of a retriev techniqu for highdimens data on tertiari storag,"ratko orlandic, jack lukaszuk, craig swietlik",2002,sigmod record,53e9b159b7602d9703bdd9b3
design principl for datainten web site,"stefano ceri, piero fraternali, stefano paraboschi",1999,sigmod record,53e9a202b7602d9702b00c2c
